اسم المشروع,القطاع,رأس المال,تكلفة المبيعات,الإيرادات,التكلفة التشغيلية الشهرية,سعر المنتج او الخدمة,الطاقة الإنتاجية الشهرية,هامش الربح,نوع العميل,السوق المستهدف,قنوات التوزيع,حجم الطلب,عدد المنافسين,طرق التسويق,عدد العمال,نوع المعدات,الموقع,فترة الاسترداد,النتيجة_رقم,رأس المال_Scaled,الإيرادات_Scaled,تكلفة المبيعات_Scaled,نوع المشروع الدقيق_Encoded,Log_رأس_المال,Log_رأس_المال_Scaled,عدد العمال_Scaled,حجم الطلب_Scaled,عدد المنافسين_Scaled,Target_الجدوى,Target_فترة_الاسترداد
دورات لغات 540,تعليم,3287000,228000,569000,122000,38000,102,0.3849,أولياء أمور,طلاب المدارس,مباشر,مرتفع,15,شراكات مدارس,12,حاسوب,صنعاء,15,1,0.316463,0.325581,0.229567,4,15.005486,0.618523,0.785714,1.0,0.52381,1,15
عيادة مصغرة 541,صحة,4211000,390000,697000,122000,83000,252,0.2654,موظفون,محلي,اونلاين,مرتفع,7,توعية صحية,7,حاسوب,صنعاء,23,1,0.427016,0.413133,0.424279,6,15.253211,0.712344,0.428571,1.0,0.142857,1,23
عيادة مصغرة 542,صحة,8683000,662000,1520000,288000,60000,95,0.375,طلاب,قرب المستشفيات,حجز هاتفي,مرتفع,9,سمعة وجودة,4,أجهزة طبية,صنعاء,15,1,0.962072,0.97606,0.751202,6,15.976878,0.98642,0.214286,1.0,0.238095,1,15
عيادة مصغرة 543,صحة,3288000,189000,462000,110000,29000,86,0.3528,عائلات,قرب المستشفيات,حجز هاتفي,مرتفع,10,تعاون أطباء,15,أجهزة طبية,صنعاء,20,1,0.316583,0.252394,0.182692,6,15.00579,0.618638,1.0,1.0,0.285714,1,20
خدمة تقنية 544,تقنية,6975000,557000,995000,333000,23000,561,0.1055,شركات صغيرة,طلاب الجامعات,اونلاين,متوسط,11,سوشيال ميديا,8,أجهزة شبكات,صنعاء,66,0,0.757717,0.616963,0.625,0,15.757843,0.903464,0.5,0.0,0.333333,0,66
خدمة صيانة 545,خدمات,856000,69000,146000,38000,15000,576,0.2671,عائلات,قرب الجامعات,اونلاين,متوسط,15,توصيات العملاء,7,معدات متنقلة,صنعاء,22,1,0.025604,0.036252,0.038462,1,13.660027,0.108954,0.428571,0.0,0.52381,1,22
دورات لغات 546,تعليم,3174000,206000,510000,129000,14000,123,0.3431,طلاب,محلي,مباشر,متوسط,12,شراكات مدارس,11,حاسوب,صنعاء,18,1,0.302943,0.285226,0.203125,4,14.970503,0.605274,0.714286,0.0,0.380952,1,18
مركز تدريبي 547,تعليم,2300000,180000,376000,68000,10000,211,0.3404,أولياء أمور,طلاب المدارس,هجين,مرتفع,10,شراكات مدارس,2,سبورة ذكية,صنعاء,18,1,0.198373,0.19357,0.171875,7,14.64842,0.48329,0.071429,1.0,0.285714,1,18
عيادة مصغرة 548,صحة,3815000,250000,536000,78000,63000,112,0.3881,طلاب,محلي,حجز هاتفي,مرتفع,6,سمعة وجودة,12,أجهزة طبية,صنعاء,18,1,0.379636,0.30301,0.25601,6,15.154451,0.674941,0.785714,1.0,0.095238,1,18
بوفيه 549,تجارة,5297000,387000,744000,253000,22000,1029,0.1398,موظفون,أحياء سكنية,توصيل,مرتفع,18,سوشيال ميديا,9,رفوف,صنعاء,51,0,0.556951,0.44528,0.420673,8,15.482651,0.79924,0.571429,1.0,0.666667,0,51
مختبر تحاليل 550,صحة,8071000,689000,1409000,458000,28000,143,0.1859,طلاب,أحياء مكتظة,اونلاين,متوسط,10,سمعة وجودة,13,أجهزة طبية,صنعاء,31,0,0.888849,0.900137,0.783654,9,15.903788,0.958738,0.857143,0.0,0.285714,0,31
بقالة تخصصية 551,تجارة,5526000,267000,665000,190000,6000,939,0.3128,طلاب,محلي,محل,مرتفع,11,لافتات,10,رفوف,صنعاء,27,0,0.58435,0.391245,0.276442,12,15.524975,0.81527,0.642857,1.0,0.333333,0,27
بوفيه 552,تجارة,2126000,125000,289000,115000,8000,347,0.1696,عائلات,قرب الجامعات,محل,مرتفع,22,سوشيال ميديا,5,نقاط بيع,صنعاء,43,0,0.177554,0.134063,0.105769,8,14.569753,0.453497,0.285714,1.0,0.857143,0,43
مركز تدريبي 553,تعليم,4257000,261000,589000,223000,13000,301,0.1783,أولياء أمور,محلي,مباشر,مرتفع,14,محتوى تعليمي,12,سبورة ذكية,صنعاء,41,0,0.43252,0.339261,0.269231,7,15.264075,0.716459,0.785714,1.0,0.47619,0,41
متجر مستلزمات 554,تجارة,1973000,132000,282000,87000,32000,1979,0.2234,طلاب,محلي,توصيل,مرتفع,18,لافتات,5,رفوف,صنعاء,31,0,0.159249,0.129275,0.114183,3,14.495066,0.42521,0.285714,1.0,0.666667,0,31
دورات لغات 555,تعليم,4017000,395000,687000,223000,31000,410,0.1004,طلاب,محلي,اونلاين,مرتفع,14,شراكات مدارس,5,حاسوب,صنعاء,58,0,0.403805,0.406293,0.430288,4,15.206046,0.694481,0.285714,1.0,0.47619,0,58
عيادة مصغرة 556,صحة,5392000,372000,705000,221000,67000,238,0.1589,طلاب,قرب المستشفيات,مباشر,مرتفع,7,توعية صحية,10,أجهزة طبية,صنعاء,48,0,0.568318,0.418605,0.402644,6,15.500427,0.805973,0.642857,1.0,0.142857,0,48
عيادة مصغرة 557,صحة,7974000,522000,1146000,443000,23000,363,0.1579,عائلات,أحياء مكتظة,حجز هاتفي,متوسط,7,تعاون أطباء,12,معدات تعقيم,صنعاء,44,0,0.877243,0.720246,0.582933,6,15.891697,0.954159,0.785714,0.0,0.142857,0,44
خدمة صيانة 558,خدمات,802000,56000,121000,31000,23000,742,0.281,طلاب,قرب الجامعات,مباشر,مرتفع,10,سوشيال ميديا,7,معدات متنقلة,صنعاء,24,1,0.019143,0.019152,0.022837,1,13.594865,0.084275,0.428571,1.0,0.285714,1,24
منصة تعليم 559,تعليم,4126000,279000,568000,173000,33000,469,0.2042,طلاب,محلي,مباشر,متوسط,6,إعلانات محلية,3,سبورة ذكية,صنعاء,36,0,0.416846,0.324897,0.290865,11,15.232819,0.704621,0.142857,0.0,0.095238,0,36
دورات لغات 560,تعليم,1650000,146000,272000,89000,31000,499,0.136,خريجون,محلي,اونلاين,مرتفع,16,محتوى تعليمي,5,أجهزة عرض,صنعاء,45,0,0.120603,0.122435,0.13101,4,14.316286,0.357501,0.285714,1.0,0.571429,0,45
مركز تدريبي 561,تعليم,3676000,251000,530000,159000,8000,355,0.2264,أولياء أمور,طلاب الجامعات,مباشر,مرتفع,16,شراكات مدارس,12,حاسوب,صنعاء,31,0,0.363006,0.298906,0.257212,7,15.117336,0.660884,0.785714,1.0,0.571429,0,31
صيدلية متخصصة 562,صحة,3253000,252000,505000,126000,37000,91,0.2515,طلاب,أحياء مكتظة,مباشر,مرتفع,12,سمعة وجودة,10,معدات تعقيم,صنعاء,26,0,0.312395,0.281806,0.258413,10,14.995089,0.614585,0.642857,1.0,0.380952,0,26
متجر إلكتروني 563,تقنية,3561000,233000,551000,206000,45000,436,0.2033,موظفون,الأحياء التجارية,مباشر,متوسط,10,إحالات,2,أجهزة شبكات,صنعاء,32,0,0.349246,0.313269,0.235577,5,15.085552,0.648846,0.071429,0.0,0.285714,0,32
منصة تعليم 564,تعليم,2930000,183000,451000,75000,26000,416,0.4279,أولياء أمور,طلاب المدارس,مباشر,مرتفع,15,إعلانات محلية,7,سبورة ذكية,صنعاء,15,1,0.27375,0.24487,0.175481,11,14.890513,0.574979,0.428571,1.0,0.52381,1,15
عيادة مصغرة 565,صحة,2913000,185000,369000,111000,17000,98,0.1978,طلاب,قرب المستشفيات,حجز هاتفي,متوسط,10,توعية صحية,7,أجهزة طبية,صنعاء,40,0,0.271716,0.188782,0.177885,6,14.884694,0.572775,0.428571,0.0,0.285714,0,40
مركز تدريب رقمي 566,تقنية,6941000,434000,994000,220000,19000,148,0.3421,موظفون,طلاب الجامعات,اونلاين,متوسط,12,سوشيال ميديا,6,حاسوب,صنعاء,20,1,0.753649,0.616279,0.477163,2,15.752957,0.901614,0.357143,0.0,0.380952,1,20
عيادة مصغرة 567,صحة,5087000,343000,631000,268000,80000,172,0.0317,عائلات,قرب المستشفيات,اونلاين,مرتفع,12,سمعة وجودة,5,حاسوب,صنعاء,254,0,0.531826,0.367989,0.367788,6,15.442199,0.78392,0.285714,1.0,0.380952,0,254
خدمة صيانة 568,خدمات,4112000,265000,607000,245000,8000,413,0.1598,شركات صغيرة,قرب الجامعات,اونلاين,مرتفع,17,سوشيال ميديا,8,معدات متنقلة,صنعاء,42,0,0.415171,0.351573,0.274038,1,15.22942,0.703334,0.5,1.0,0.619048,0,42
متجر إلكتروني 569,تقنية,3014000,251000,521000,145000,63000,308,0.2399,موظفون,محلي,اونلاين,مرتفع,16,إحالات,7,أجهزة شبكات,صنعاء,24,1,0.2838,0.29275,0.257212,5,14.918779,0.585684,0.428571,1.0,0.571429,1,24
صيدلية متخصصة 570,صحة,4385000,368000,700000,104000,86000,146,0.3257,طلاب,قرب المستشفيات,حجز هاتفي,متوسط,13,تعاون أطباء,14,أجهزة طبية,صنعاء,19,1,0.447834,0.415185,0.397837,10,15.2937,0.727679,0.928571,0.0,0.428571,1,19
بوفيه 571,تجارة,5989000,465000,866000,149000,5000,531,0.291,طلاب,محلي,توصيل,متوسط,21,لافتات,7,نقاط بيع,صنعاء,24,1,0.639746,0.528728,0.514423,8,15.605435,0.845742,0.428571,0.0,0.809524,1,24
صيدلية متخصصة 572,صحة,1700000,140000,269000,65000,70000,368,0.2379,عائلات,قرب المستشفيات,مباشر,متوسط,8,سمعة وجودة,8,حاسوب,صنعاء,27,0,0.126585,0.120383,0.123798,10,14.346139,0.368807,0.5,0.0,0.190476,0,27
عيادة مصغرة 573,صحة,5136000,318000,637000,152000,21000,355,0.2622,عائلات,قرب المستشفيات,مباشر,متوسط,12,توعية صحية,10,معدات تعقيم,صنعاء,31,0,0.537688,0.372093,0.33774,6,15.451785,0.78755,0.642857,0.0,0.380952,0,31
خدمة صيانة 574,خدمات,4233000,287000,551000,87000,12000,380,0.3212,شركات صغيرة,الأحياء النشطة,مباشر,متوسط,8,سوشيال ميديا,5,معدات متنقلة,صنعاء,24,1,0.429648,0.313269,0.300481,1,15.258422,0.714317,0.285714,0.0,0.190476,1,24
خدمة صيانة 575,خدمات,3741000,342000,610000,133000,25000,575,0.2213,طلاب,محلي,اونلاين,مرتفع,6,عروض باقات,5,معدات خدمية,صنعاء,28,0,0.370782,0.353625,0.366587,1,15.134864,0.667522,0.285714,1.0,0.095238,0,28
متجر إلكتروني 576,تقنية,3857000,319000,692000,107000,19000,580,0.3844,شركات صغيرة,محلي,تطبيقات المراسلة,مرتفع,7,سوشيال ميديا,7,حاسوب,صنعاء,14,1,0.384661,0.409713,0.338942,5,15.1654,0.679087,0.428571,1.0,0.142857,1,14
خدمة طباعة 577,خدمات,1128000,79000,158000,31000,47000,410,0.3038,طلاب,قرب الجامعات,اونلاين,متوسط,11,عروض باقات,4,معدات خدمية,صنعاء,24,1,0.058148,0.04446,0.050481,1,13.935958,0.213458,0.214286,0.0,0.333333,1,24
منصة تعليم 578,تعليم,746000,44000,99000,35000,29000,235,0.202,أولياء أمور,محلي,اونلاين,متوسط,6,محتوى تعليمي,6,حاسوب,صنعاء,37,0,0.012443,0.004104,0.008413,11,13.522482,0.056862,0.357143,0.0,0.095238,0,37
خدمة صيانة 579,خدمات,1440000,130000,256000,85000,36000,878,0.1602,شركات صغيرة,الأحياء النشطة,اونلاين,متوسط,15,توصيات العملاء,7,حاسوب,صنعاء,35,0,0.095477,0.111491,0.111779,1,14.180154,0.305943,0.428571,0.0,0.52381,0,35
مركز تدريبي 580,تعليم,767000,64000,134000,31000,24000,376,0.291,طلاب,طلاب المدارس,مباشر,متوسط,5,شراكات مدارس,5,أجهزة عرض,صنعاء,20,1,0.014956,0.028044,0.032452,7,13.550243,0.067376,0.285714,0.0,0.047619,1,20
خدمة طباعة 581,خدمات,989000,62000,127000,28000,14000,121,0.2913,عائلات,الأحياء النشطة,اونلاين,مرتفع,19,عروض باقات,7,حاسوب,صنعاء,27,0,0.041517,0.023256,0.030048,1,13.804451,0.163652,0.428571,1.0,0.714286,0,27
مركز تدريب رقمي 582,تقنية,4481000,414000,801000,141000,29000,472,0.3071,طلاب,الأحياء التجارية,اونلاين,متوسط,10,إحالات,2,أجهزة شبكات,صنعاء,18,1,0.45932,0.484268,0.453125,2,15.315357,0.735881,0.071429,0.0,0.285714,1,18
متجر مستلزمات 583,تجارة,4305000,282000,615000,162000,4000,1382,0.278,عائلات,محلي,محل,متوسط,24,لافتات,2,رفوف,صنعاء,25,0,0.438263,0.357045,0.294471,3,15.275288,0.720705,0.071429,0.0,0.952381,0,25
خدمة لوجستية 584,خدمات,4673000,364000,822000,108000,19000,675,0.4258,طلاب,قرب الجامعات,اونلاين,متوسط,9,توصيات العملاء,8,حاسوب,صنعاء,13,1,0.482292,0.498632,0.393029,1,15.357312,0.75177,0.5,0.0,0.238095,1,13
بقالة تخصصية 585,تجارة,2422000,167000,404000,143000,14000,1336,0.2327,طلاب,محلي,توصيل,مرتفع,15,لافتات,8,ثلاجات,صنعاء,26,0,0.21297,0.212722,0.15625,12,14.700105,0.502865,0.5,1.0,0.52381,0,26
خدمة تقنية 586,تقنية,5981000,531000,1048000,156000,26000,303,0.3445,شركات صغيرة,الأحياء التجارية,مباشر,متوسط,10,سوشيال ميديا,7,سيرفر بسيط,صنعاء,17,1,0.638789,0.653215,0.59375,0,15.604099,0.845236,0.428571,0.0,0.285714,1,17
صيدلية متخصصة 587,صحة,2968000,208000,519000,162000,68000,237,0.2871,طلاب,أحياء مكتظة,حجز هاتفي,مرتفع,13,سمعة وجودة,14,معدات تعقيم,صنعاء,20,1,0.278296,0.291382,0.205529,10,14.903399,0.579859,0.928571,1.0,0.428571,1,20
خدمة لوجستية 588,خدمات,949000,95000,164000,24000,14000,443,0.2744,شركات صغيرة,قرب الجامعات,واتساب,مرتفع,9,توصيات العملاء,3,حاسوب,صنعاء,21,1,0.036731,0.048564,0.069712,1,13.763165,0.148016,0.142857,1.0,0.238095,1,21
دورات لغات 589,تعليم,3347000,302000,532000,165000,23000,467,0.1222,طلاب,محلي,هجين,مرتفع,9,شراكات مدارس,5,سبورة ذكية,صنعاء,51,0,0.323642,0.300274,0.31851,4,15.023575,0.625374,0.285714,1.0,0.238095,0,51
خدمة صيانة 590,خدمات,2832000,203000,456000,125000,6000,714,0.2807,عائلات,الأحياء النشطة,واتساب,مرتفع,15,عروض باقات,3,معدات متنقلة,صنعاء,22,1,0.262024,0.24829,0.199519,1,14.856494,0.562095,0.142857,1.0,0.52381,1,22
مختبر تحاليل 591,صحة,2744000,210000,400000,110000,63000,198,0.2,طلاب,محلي,مباشر,مرتفع,7,تعاون أطباء,11,حاسوب,صنعاء,34,0,0.251496,0.209986,0.207933,9,14.824928,0.550139,0.714286,1.0,0.142857,0,34
بقالة تخصصية 592,تجارة,2407000,171000,319000,115000,35000,2096,0.1034,موظفون,أحياء سكنية,اونلاين,متوسط,8,سوشيال ميديا,2,نقاط بيع,صنعاء,73,0,0.211175,0.154583,0.161058,12,14.693892,0.500512,0.071429,0.0,0.190476,0,73
مختبر تحاليل 593,صحة,2780000,209000,396000,78000,50000,100,0.2753,عائلات,محلي,اونلاين,متوسط,10,توعية صحية,5,أجهزة طبية,صنعاء,26,0,0.255803,0.20725,0.206731,9,14.837962,0.555076,0.285714,0.0,0.285714,0,26
عيادة مصغرة 594,صحة,4805000,353000,840000,218000,33000,196,0.3202,طلاب,محلي,حجز هاتفي,متوسط,7,سمعة وجودة,4,حاسوب,صنعاء,18,1,0.498086,0.510944,0.379808,6,15.385168,0.76232,0.214286,0.0,0.142857,1,18
متجر إلكتروني 595,تقنية,1585000,105000,262000,69000,21000,371,0.3359,موظفون,طلاب الجامعات,مباشر,مرتفع,6,عروض افتتاح,2,أجهزة شبكات,صنعاء,18,1,0.112826,0.115595,0.081731,5,14.276096,0.342279,0.071429,1.0,0.095238,1,18
دورات لغات 596,تعليم,2109000,212000,366000,111000,29000,239,0.1175,أولياء أمور,طلاب الجامعات,مباشر,مرتفع,6,إعلانات محلية,7,حاسوب,صنعاء,49,0,0.17552,0.186731,0.210337,4,14.561725,0.450456,0.428571,1.0,0.095238,0,49
بقالة تخصصية 597,تجارة,1044000,57000,133000,56000,14000,1660,0.1504,طلاب,قرب الجامعات,محل,مرتفع,19,لافتات,5,نقاط بيع,صنعاء,52,0,0.048098,0.02736,0.024038,12,13.858571,0.184149,0.285714,1.0,0.714286,0,52
مركز تدريب رقمي 598,تقنية,5193000,514000,895000,257000,42000,411,0.1385,طلاب,طلاب الجامعات,مباشر,مرتفع,11,عروض افتتاح,7,أجهزة شبكات,صنعاء,42,0,0.544508,0.548564,0.573317,2,15.462822,0.79173,0.428571,1.0,0.333333,0,42
متجر إلكتروني 599,تقنية,5826000,349000,802000,150000,68000,497,0.3778,موظفون,محلي,مباشر,متوسط,15,إحالات,6,أجهزة شبكات,صنعاء,19,1,0.620244,0.484952,0.375,5,15.577841,0.835292,0.357143,0.0,0.52381,1,19
بقالة تخصصية 600,تجارة,5920000,511000,1050000,246000,9000,1957,0.279,طلاب,قرب الجامعات,محل,متوسط,19,لافتات,5,ثلاجات,صنعاء,20,1,0.631491,0.654583,0.569712,12,15.593847,0.841354,0.285714,0.0,0.714286,1,20
مركز تدريبي 601,تعليم,1537000,101000,208000,86000,29000,468,0.101,خريجون,طلاب المدارس,مباشر,مرتفع,12,شراكات مدارس,3,حاسوب,صنعاء,73,0,0.107083,0.078659,0.076923,7,14.245344,0.330632,0.142857,1.0,0.380952,0,73
مركز تدريبي 602,تعليم,2133000,185000,348000,75000,33000,486,0.2529,أولياء أمور,طلاب الجامعات,اونلاين,متوسط,10,محتوى تعليمي,12,سبورة ذكية,صنعاء,24,1,0.178392,0.174419,0.177885,7,14.57304,0.454742,0.785714,0.0,0.285714,1,24
دورات لغات 603,تعليم,3514000,331000,619000,87000,12000,212,0.3247,أولياء أمور,طلاب الجامعات,هجين,مرتفع,9,شراكات مدارس,7,سبورة ذكية,صنعاء,17,1,0.343623,0.359781,0.353365,4,15.072266,0.643814,0.428571,1.0,0.238095,1,17
مختبر تحاليل 604,صحة,3897000,289000,553000,202000,63000,273,0.1121,موظفون,أحياء مكتظة,مباشر,متوسط,5,سمعة وجودة,11,أجهزة طبية,صنعاء,63,0,0.389447,0.314637,0.302885,9,15.175718,0.682995,0.714286,0.0,0.047619,0,63
عيادة مصغرة 605,صحة,2606000,191000,357000,141000,13000,175,0.07,موظفون,قرب المستشفيات,اونلاين,مرتفع,9,سمعة وجودة,14,حاسوب,صنعاء,104,0,0.234984,0.180575,0.185096,6,14.773327,0.530597,0.928571,1.0,0.238095,0,104
صيدلية متخصصة 606,صحة,3686000,269000,656000,193000,76000,136,0.2957,طلاب,قرب المستشفيات,مباشر,مرتفع,11,توعية صحية,5,معدات تعقيم,صنعاء,19,1,0.364202,0.385089,0.278846,10,15.120053,0.661913,0.285714,1.0,0.333333,1,19
مختبر تحاليل 607,صحة,3743000,357000,632000,99000,54000,181,0.2785,موظفون,أحياء مكتظة,مباشر,مرتفع,11,تعاون أطباء,3,حاسوب,صنعاء,21,1,0.371022,0.368673,0.384615,9,15.135398,0.667724,0.142857,1.0,0.333333,1,21
منصة تعليم 608,تعليم,3346000,244000,441000,120000,18000,412,0.1746,خريجون,طلاب المدارس,اونلاين,متوسط,15,شراكات مدارس,4,سبورة ذكية,صنعاء,43,0,0.323522,0.23803,0.248798,11,15.023276,0.62526,0.214286,0.0,0.52381,0,43
بوفيه 609,تجارة,3375000,282000,503000,96000,26000,320,0.2485,موظفون,محلي,توصيل,مرتفع,20,سوشيال ميديا,5,نقاط بيع,صنعاء,27,0,0.326992,0.280438,0.294471,8,15.031906,0.628529,0.285714,1.0,0.761905,0,27
متجر إلكتروني 610,تقنية,1805000,139000,322000,40000,54000,405,0.4441,موظفون,محلي,اونلاين,مرتفع,18,سوشيال ميديا,6,حاسوب,صنعاء,13,1,0.139148,0.156635,0.122596,5,14.406072,0.391505,0.357143,1.0,0.666667,1,13
مختبر تحاليل 611,صحة,3770000,253000,587000,188000,65000,346,0.2487,طلاب,أحياء مكتظة,حجز هاتفي,مرتفع,11,تعاون أطباء,15,حاسوب,صنعاء,26,0,0.374252,0.337893,0.259615,9,15.142586,0.670447,1.0,1.0,0.333333,0,26
دورات لغات 612,تعليم,744000,40000,94000,34000,15000,326,0.2128,خريجون,محلي,مباشر,مرتفع,16,شراكات مدارس,10,سبورة ذكية,صنعاء,37,0,0.012204,0.000684,0.003606,4,13.519798,0.055845,0.642857,1.0,0.571429,0,37
صيدلية متخصصة 613,صحة,9000000,662000,1459000,225000,15000,387,0.392,طلاب,محلي,حجز هاتفي,متوسط,12,تعاون أطباء,8,حاسوب,صنعاء,16,1,1.0,0.934337,0.751202,10,16.012735,1.0,0.5,0.0,0.380952,1,16
صيدلية متخصصة 614,صحة,1979000,167000,337000,104000,20000,331,0.1958,عائلات,قرب المستشفيات,اونلاين,مرتفع,14,توعية صحية,13,أجهزة طبية,صنعاء,30,0,0.159966,0.166895,0.15625,10,14.498103,0.42636,0.857143,1.0,0.47619,0,30
عيادة مصغرة 615,صحة,7504000,405000,956000,212000,17000,152,0.3546,عائلات,قرب المستشفيات,حجز هاتفي,متوسط,12,سمعة وجودة,5,حاسوب,صنعاء,22,1,0.82101,0.590287,0.442308,6,15.830947,0.931151,0.285714,0.0,0.380952,1,22
صيدلية متخصصة 616,صحة,8828000,626000,1408000,193000,82000,166,0.4183,موظفون,قرب المستشفيات,حجز هاتفي,متوسط,9,تعاون أطباء,11,معدات تعقيم,صنعاء,15,1,0.979421,0.899453,0.707933,10,15.993439,0.992692,0.714286,0.0,0.238095,1,15
خدمة طباعة 617,خدمات,3102000,260000,500000,68000,13000,333,0.344,شركات صغيرة,الأحياء النشطة,مباشر,مرتفع,17,توصيات العملاء,1,حاسوب,صنعاء,18,1,0.294329,0.278386,0.268029,1,14.947558,0.596583,0.0,1.0,0.619048,1,18
متجر مستلزمات 618,تجارة,4983000,361000,724000,152000,15000,483,0.2914,موظفون,محلي,اونلاين,مرتفع,12,لافتات,4,رفوف,صنعاء,24,1,0.519383,0.431601,0.389423,3,15.421543,0.776097,0.214286,1.0,0.380952,1,24
مركز تدريبي 619,تعليم,4482000,315000,725000,156000,29000,295,0.3503,أولياء أمور,طلاب المدارس,اونلاين,مرتفع,7,محتوى تعليمي,12,حاسوب,صنعاء,18,1,0.45944,0.432285,0.334135,7,15.31558,0.735965,0.785714,1.0,0.142857,1,18
خدمة تقنية 620,تقنية,2902000,231000,441000,105000,53000,294,0.2381,طلاب,طلاب الجامعات,اونلاين,متوسط,10,سوشيال ميديا,4,سيرفر بسيط,صنعاء,28,0,0.2704,0.23803,0.233173,0,14.880911,0.571342,0.214286,0.0,0.285714,0,28
عيادة مصغرة 621,صحة,8638000,609000,1442000,355000,57000,350,0.3315,طلاب,أحياء مكتظة,اونلاين,متوسط,5,سمعة وجودة,7,حاسوب,صنعاء,18,1,0.956688,0.922709,0.6875,6,15.971682,0.984452,0.428571,0.0,0.047619,1,18
خدمة تقنية 622,تقنية,2276000,189000,402000,77000,56000,499,0.3383,موظفون,طلاب الجامعات,تطبيقات المراسلة,مرتفع,13,سوشيال ميديا,7,سيرفر بسيط,صنعاء,17,1,0.195501,0.211354,0.182692,0,14.637931,0.479318,0.428571,1.0,0.428571,1,17
خدمة طباعة 623,خدمات,4095000,278000,653000,175000,7000,678,0.3063,طلاب,الأحياء النشطة,واتساب,مرتفع,20,سوشيال ميديا,5,معدات متنقلة,صنعاء,20,1,0.413137,0.383037,0.289663,1,15.225278,0.701765,0.285714,1.0,0.761905,1,20
بوفيه 624,تجارة,3358000,230000,474000,106000,19000,1881,0.2911,موظفون,محلي,توصيل,متوسط,24,سوشيال ميديا,8,ثلاجات,صنعاء,24,1,0.324958,0.260602,0.231971,8,15.026856,0.626616,0.5,0.0,0.952381,1,24
متجر إلكتروني 625,تقنية,1683000,94000,226000,72000,60000,386,0.2655,موظفون,الأحياء التجارية,تطبيقات المراسلة,مرتفع,12,إحالات,2,حاسوب,صنعاء,28,0,0.124551,0.090971,0.06851,5,14.336089,0.365001,0.071429,1.0,0.380952,0,28
عيادة مصغرة 626,صحة,5363000,540000,965000,257000,11000,128,0.1741,موظفون,قرب المستشفيات,اونلاين,متوسط,12,تعاون أطباء,9,معدات تعقيم,صنعاء,32,0,0.564848,0.596443,0.604567,6,15.495034,0.80393,0.571429,0.0,0.380952,0,32
خدمة صيانة 627,خدمات,3952000,233000,484000,106000,46000,232,0.2996,عائلات,محلي,اونلاين,متوسط,11,سوشيال ميديا,9,حاسوب,صنعاء,27,0,0.396028,0.267442,0.235577,1,15.189733,0.688303,0.571429,0.0,0.333333,0,27
منصة تعليم 628,تعليم,4385000,321000,615000,234000,17000,283,0.0976,خريجون,محلي,اونلاين,متوسط,8,محتوى تعليمي,3,أجهزة عرض,صنعاء,73,0,0.447834,0.357045,0.341346,11,15.2937,0.727679,0.142857,0.0,0.190476,0,73
خدمة طباعة 629,خدمات,4646000,274000,567000,208000,8000,95,0.1499,طلاب,محلي,اونلاين,متوسط,12,توصيات العملاء,8,معدات خدمية,صنعاء,55,0,0.479062,0.324213,0.284856,1,15.351517,0.749576,0.5,0.0,0.380952,0,55
دورات لغات 630,تعليم,734000,47000,107000,30000,21000,464,0.2804,أولياء أمور,طلاب الجامعات,اونلاين,مرتفع,5,إعلانات محلية,4,أجهزة عرض,صنعاء,24,1,0.011007,0.009576,0.012019,4,13.506266,0.05072,0.214286,1.0,0.047619,1,24
مركز تدريبي 631,تعليم,2328000,167000,305000,57000,29000,265,0.2656,طلاب,طلاب المدارس,هجين,مرتفع,7,محتوى تعليمي,9,سبورة ذكية,صنعاء,29,0,0.201723,0.145007,0.15625,7,14.660521,0.487873,0.571429,1.0,0.142857,0,29
منصة تعليم 632,تعليم,853000,59000,123000,44000,29000,478,0.1626,طلاب,طلاب المدارس,اونلاين,مرتفع,16,شراكات مدارس,4,أجهزة عرض,صنعاء,43,0,0.025245,0.02052,0.026442,11,13.656516,0.107625,0.214286,1.0,0.571429,0,43
بوفيه 633,تجارة,2719000,252000,451000,109000,6000,2407,0.1996,طلاب,قرب الجامعات,محل,متوسط,21,عروض أسبوعية,8,رفوف,صنعاء,30,0,0.248504,0.24487,0.258413,8,14.815775,0.546673,0.5,0.0,0.809524,0,30
دورات لغات 634,تعليم,2333000,146000,364000,91000,24000,400,0.3489,خريجون,طلاب الجامعات,مباشر,متوسط,8,إعلانات محلية,6,سبورة ذكية,صنعاء,18,1,0.202321,0.185363,0.13101,4,14.662666,0.488686,0.357143,0.0,0.190476,1,18
بوفيه 635,تجارة,4631000,328000,675000,238000,25000,1405,0.1615,موظفون,قرب الجامعات,اونلاين,مرتفع,11,لافتات,3,رفوف,صنعاء,42,0,0.477267,0.398085,0.34976,8,15.348284,0.748351,0.142857,1.0,0.333333,0,42
بقالة تخصصية 636,تجارة,3147000,186000,429000,81000,22000,500,0.3776,طلاب,قرب الجامعات,اونلاين,مرتفع,9,لافتات,2,رفوف,صنعاء,19,1,0.299713,0.229822,0.179087,12,14.96196,0.602038,0.071429,1.0,0.238095,1,19
صيدلية متخصصة 637,صحة,5094000,396000,767000,164000,39000,399,0.2699,عائلات,محلي,مباشر,متوسط,11,توعية صحية,7,أجهزة طبية,صنعاء,25,0,0.532663,0.461012,0.43149,10,15.443574,0.784441,0.428571,0.0,0.333333,0,25
