اسم المشروع,القطاع,رأس المال,تكلفة المبيعات,الإيرادات,التكلفة التشغيلية الشهرية,سعر المنتج او الخدمة,الطاقة الإنتاجية الشهرية,هامش الربح,نوع العميل,السوق المستهدف,قنوات التوزيع,حجم الطلب,عدد المنافسين,طرق التسويق,عدد العمال,نوع المعدات,الموقع,فترة الاسترداد,النتيجة_رقم,رأس المال_Scaled,الإيرادات_Scaled,تكلفة المبيعات_Scaled,نوع المشروع الدقيق_Encoded,Log_رأس_المال,Log_رأس_المال_Scaled,عدد العمال_Scaled,حجم الطلب_Scaled,عدد المنافسين_Scaled,Target_الجدوى,Target_فترة_الاسترداد
مطعم وجبات سريعة (برجر وشاورما) - 6074,إنتاجي/غذائي,8315505,0.744,20751407,1286574,سعر السوق المنافس,921 وحدة/كيلو,0.26,مختلط,"الشباب، العائلات، الموظفون","تجار التجزئة, وسائل التواصل الاجتماعي",2,1,"لوحات إعلانية, فيسبوك وواتساب",8,"آلات تصنيع، أدوات تغليف",صنعاء,18.8,2,0.2718,0.3186,0.6737,99,15.9336,0.586,0.875,0,0,2,18.8
محل بيع أدوات ومواد بناء - 6640,تجاري,10209405,0.8334,14414487,1001077,متنوع حسب الصنف,حسب الطلب اليومي,0.17,أفراد (B2C),"المقاولون، الأفراد البناؤون","وسائل التواصل الاجتماعي, تجار التجزئة",2,3,"فيسبوك وواتساب, لوحات إعلانية",1,"أرفف، نظام محاسبي، ثلاجات",إب,51,2,0.3489,0.2095,0.8305,56,16.1388,0.66,0,0,1,2,51
مزرعة أسماك (بلطي أو كارب) - 8126,زراعي,15578665,0.7912,24926927,1643606,سعر السوق المنافس,1500 وحدة/كيلو,0.21,تجار جملة ومصانع (B2B),"المطاعم، الأسواق المحلية","البيع المباشر, تطبيقات التوصيل",2,1,"التسويق الشفهي, عروض ترويجية",3,معدات متخصصة,إب,35.9,2,0.5674,0.3905,0.7566,105,16.5614,0.8124,0.25,0,0,2,35.9
خدمات تصميم وتطوير مواقع الويب - 8028,خدمي,6451030,0.4478,9513214,354988,حسب نوع الخدمة,حسب الطلب اليومي,0.55,أفراد (B2C),"الشركات، رواد الأعمال، المؤسسات","البيع المباشر, تجار التجزئة",2,1,"التسويق الشفهي, عروض ترويجية",3,"أدوات مكتبية، أجهزة كمبيوتر",عدن,14.7,2,0.1959,0.1251,0.154,118,15.6798,0.4944,0.25,0,0,2,14.7
مكتب خدمات سياحية وحجز تذاكر - 7519,خدمي,2532155,0.6157,5832648,299256,حسب نوع الخدمة,حسب الطلب اليومي,0.38,أفراد (B2C),"المسافرون، الشركات، العائلات","البيع المباشر, تجار التجزئة",,3,"فيسبوك وواتساب, لوحات إعلانية",3,"أدوات مكتبية، أجهزة كمبيوتر",إب,13.6,2,0.0364,0.0617,0.4486,174,14.7446,0.1572,0.25,,1,2,13.6
مركز لتعليم اللغات الأجنبية - 4423,خدمي,5093200,0.625,8257074,430034,حسب نوع الخدمة,حسب الطلب اليومي,0.38,أفراد (B2C),"الطلاب، الباحثون عن عمل، المسافرون","البيع المباشر, وسائل التواصل الاجتماعي",3,1,"عروض ترويجية, لوحات إعلانية",3,"أدوات مكتبية، أجهزة كمبيوتر",حضرموت,19.7,2,0.1406,0.1034,0.4649,101,15.4434,0.4092,0.25,1,0,2,19.7
مزرعة أسماك (بلطي أو كارب) - 9475,زراعي,9582385,0.6809,17830697,1011813,سعر السوق المنافس,4540 وحدة/كيلو,0.32,تجار جملة ومصانع (B2B),"المطاعم، الأسواق المحلية","تطبيقات التوصيل, تجار التجزئة",2,1,"التسويق الشفهي, عروض ترويجية",3,معدات متخصصة,عدن,20.2,2,0.3233,0.2683,0.5631,105,16.0754,0.6371,0.25,0,0,2,20.2
محل بيع أدوات ومواد بناء - 3111,تجاري,7923885,0.8363,19407683,1352538,متنوع حسب الصنف,حسب الطلب اليومي,0.16,أفراد (B2C),"المقاولون، الأفراد البناؤون","البيع المباشر, تطبيقات التوصيل",2,3,"فيسبوك وواتساب, لوحات إعلانية",1,"أرفف، نظام محاسبي، ثلاجات",صنعاء,29.9,2,0.2558,0.2955,0.8356,56,15.8854,0.5686,0,0,1,2,29.9
مركز لخدمات الترجمة والتعريب - 3025,خدمي,7070560,0.5323,17169173,761607,حسب نوع الخدمة,حسب الطلب اليومي,0.47,أفراد (B2C),"الشركات، المؤسسات الحكومية، الأفراد","وسائل التواصل الاجتماعي, تجار التجزئة",3,1,"لوحات إعلانية, التسويق الشفهي",2,"أدوات مكتبية، أجهزة كمبيوتر",تعز,10.6,2,0.2211,0.2569,0.3023,145,15.7715,0.5275,0.125,1,0,2,10.6
محل لبيع الأجهزة الإلكترونية المستعملة - 8590,تجاري,4772735,0.832,8465886,586988,متنوع حسب الصنف,حسب الطلب اليومي,0.17,أفراد (B2C),"الطلاب، المكاتب الصغيرة، الأفراد","وسائل التواصل الاجتماعي, تطبيقات التوصيل",,2,"فيسبوك وواتساب, التسويق الشفهي",3,"أرفف، نظام محاسبي، ثلاجات",حضرموت,40.3,2,0.1276,0.107,0.8281,21,15.3784,0.3858,0.25,,0.5,2,40.3
مقهى ومخبز صحي - 9776,إنتاجي/غذائي,10160185,0.8321,22861150,1585317,سعر السوق المنافس,4101 وحدة/كيلو,0.17,مختلط,"المهتمون بالصحة، الرياضيون","تجار التجزئة, تطبيقات التوصيل",,2,"فيسبوك وواتساب, لوحات إعلانية",3,"آلات تصنيع، أدوات تغليف",إب,31.8,2,0.3469,0.355,0.8283,143,16.134,0.6583,0.25,,0.5,2,31.8
مطعم وجبات سريعة (برجر وشاورما) - 9215,إنتاجي/غذائي,25682140,0.819,60311552,4116481,سعر السوق المنافس,1122 وحدة/كيلو,0.18,مختلط,"الشباب، العائلات، الموظفون","وسائل التواصل الاجتماعي, تطبيقات التوصيل",3,3,"التسويق الشفهي, عروض ترويجية",4,"آلات تصنيع، أدوات تغليف",تعز,28.2,2,0.9786,1,0.8053,99,17.0613,0.9927,0.375,1,1,2,28.2
مشروع إنتاج العطور والبخور - 5187,صناعي,21382345,0.7997,48286105,3217739,سعر السوق المنافس,1253 وحدة/كيلو,0.2,تجار جملة ومصانع (B2B),"النساء، محلات الهدايا، العرسان","البيع المباشر, وسائل التواصل الاجتماعي",2,3,"فيسبوك وواتساب, لوحات إعلانية",3,"آلات تصنيع، أدوات تغليف",حضرموت,26.5,2,0.8036,0.7929,0.7713,122,16.8781,0.9266,0.25,0,1,2,26.5
مزرعة نحل وإنتاج عسل - 6720,زراعي,8327275,0.5779,16479964,793636,سعر السوق المنافس,646 وحدة/كيلو,0.42,تجار جملة ومصانع (B2B),"المهتمون بالعسل الطبيعي، تجار الجملة","البيع المباشر, تطبيقات التوصيل",2,1,"التسويق الشفهي, عروض ترويجية",2,معدات متخصصة,صنعاء,14.4,2,0.2723,0.245,0.3823,107,15.935,0.5865,0.125,0,0,2,14.4
مقهى ومخبز صحي - 8810,إنتاجي/غذائي,18600880,0.7071,32235620,1899491,سعر السوق المنافس,1645 وحدة/كيلو,0.29,مختلط,"المهتمون بالصحة، الرياضيون","تجار التجزئة, البيع المباشر",3,2,"عروض ترويجية, لوحات إعلانية",8,"آلات تصنيع، أدوات تغليف",صنعاء,23.6,2,0.6904,0.5164,0.609,143,16.7387,0.8763,0.875,1,0.5,2,23.6
محل بيع مستلزمات الأطفال والألعاب - 2107,تجاري,8117020,0.7749,16957776,1095072,متنوع حسب الصنف,حسب الطلب اليومي,0.23,أفراد (B2C),"الأمهات، العائلات التي لديها أطفال","تجار التجزئة, تطبيقات التوصيل",2,1,"لوحات إعلانية, عروض ترويجية",1,"أرفف، نظام محاسبي، ثلاجات",إب,25.5,2,0.2637,0.2533,0.7279,54,15.9095,0.5773,0,0,0,2,25.5
محل لبيع الأجهزة الإلكترونية المستعملة - 3079,تجاري,9839720,0.7383,19474125,1198140,متنوع حسب الصنف,حسب الطلب اليومي,0.26,أفراد (B2C),"الطلاب، المكاتب الصغيرة، الأفراد","وسائل التواصل الاجتماعي, تطبيقات التوصيل",,2,"التسويق الشفهي, فيسبوك وواتساب",1,"أرفف، نظام محاسبي، ثلاجات",صنعاء,23.2,2,0.3338,0.2966,0.6637,21,16.1019,0.6467,0,,0.5,2,23.2
محل لبيع وتصليح الدراجات الهوائية - 7301,تجاري,6502925,0.8654,12264424,884465,متنوع حسب الصنف,حسب الطلب اليومي,0.13,أفراد (B2C),"الشباب، الرياضيون، هواة ركوب الدراجات","وسائل التواصل الاجتماعي, البيع المباشر",,1,"التسويق الشفهي, لوحات إعلانية",2,"أرفف، نظام محاسبي، ثلاجات",إب,47.3,2,0.198,0.1724,0.8867,33,15.6878,0.4973,0.125,,0,2,47.3
مزرعة نحل وإنتاج عسل - 3963,زراعي,9643910,0.7221,20619593,1240854,سعر السوق المنافس,1933 وحدة/كيلو,0.28,تجار جملة ومصانع (B2B),"المهتمون بالعسل الطبيعي، تجار الجملة","وسائل التواصل الاجتماعي, تجار التجزئة",2,1,"لوحات إعلانية, التسويق الشفهي",4,معدات متخصصة,إب,20.2,2,0.3258,0.3163,0.6353,107,16.0818,0.6394,0.375,0,0,2,20.2
خدمات تصميم جرافيكي وطباعة - 4505,خدمي,6054595,0.4782,7366622,293590,حسب نوع الخدمة,حسب الطلب اليومي,0.52,أفراد (B2C),"الشركات الناشئة، المحلات التجارية","تجار التجزئة, البيع المباشر",,1,"التسويق الشفهي, لوحات إعلانية",1,"أدوات مكتبية، أجهزة كمبيوتر",إب,18.9,2,0.1798,0.0881,0.2075,117,15.6163,0.4716,0,,0,2,18.9
خدمات تصميم جرافيكي وطباعة - 2583,خدمي,7308635,0.5177,12337839,532293,حسب نوع الخدمة,حسب الطلب اليومي,0.48,أفراد (B2C),"الشركات الناشئة، المحلات التجارية","وسائل التواصل الاجتماعي, تطبيقات التوصيل",,3,"عروض ترويجية, التسويق الشفهي",2,"أدوات مكتبية، أجهزة كمبيوتر",تعز,14.7,2,0.2308,0.1737,0.2767,117,15.8046,0.5394,0.125,,1,2,14.7
مشروع لإنتاج وتعبئة البهارات والتوابل - 3726,إنتاجي/غذائي,18948630,0.7203,44323410,2660579,سعر السوق المنافس,1318 وحدة/كيلو,0.28,مختلط,"المطاعم، الأسر، البقالات","وسائل التواصل الاجتماعي, تجار التجزئة",3,1,"لوحات إعلانية, التسويق الشفهي",6,"آلات تصنيع، أدوات تغليف",تعز,18.3,2,0.7045,0.7246,0.6321,256,16.7572,0.883,0.625,1,0,2,18.3
محل لبيع الأجهزة الإلكترونية المستعملة - 7197,تجاري,4445315,0.8537,8704556,619224,متنوع حسب الصنف,حسب الطلب اليومي,0.15,أفراد (B2C),"الطلاب، المكاتب الصغيرة، الأفراد","تجار التجزئة, تطبيقات التوصيل",3,2,"فيسبوك وواتساب, لوحات إعلانية",2,"أرفف، نظام محاسبي، ثلاجات",تعز,41.9,2,0.1143,0.1111,0.8661,21,15.3074,0.3601,0.125,1,0.5,2,41.9
خدمات تنظيف منازل ومكاتب - 7838,خدمي,5401360,0.6422,7392455,395592,حسب نوع الخدمة,حسب الطلب اليومي,0.36,أفراد (B2C),"المكاتب، الشركات، المنازل الفاخرة","البيع المباشر, وسائل التواصل الاجتماعي",3,1,"عروض ترويجية, فيسبوك وواتساب",1,"أدوات مكتبية، أجهزة كمبيوتر",تعز,24.5,2,0.1532,0.0885,0.495,146,15.5022,0.4304,0,1,0,2,24.5
مكتب خدمات سياحية وحجز تذاكر - 3507,خدمي,6340285,0.5436,13675115,619500,حسب نوع الخدمة,حسب الطلب اليومي,0.46,أفراد (B2C),"المسافرون، الشركات، العائلات","وسائل التواصل الاجتماعي, تجار التجزئة",3,3,"التسويق الشفهي, فيسبوك وواتساب",2,"أدوات مكتبية، أجهزة كمبيوتر",تعز,12.2,2,0.1914,0.1967,0.3221,174,15.6624,0.4882,0.125,1,1,2,12.2
خدمات صيانة أجهزة تكييف وتبريد - 8084,خدمي,3141520,0.4003,6021675,200883,حسب نوع الخدمة,حسب الطلب اليومي,0.6,أفراد (B2C),"المنازل، الشركات، المكاتب","وسائل التواصل الاجتماعي, البيع المباشر",,3,"لوحات إعلانية, عروض ترويجية",2,"أدوات مكتبية، أجهزة كمبيوتر",إب,10.4,2,0.0612,0.0649,0.0707,255,14.9602,0.2349,0.125,,1,2,10.4
مزرعة خضروات وفواكه عضوية - 7901,زراعي,12946465,0.7738,15564723,1003716,سعر السوق المنافس,3632 وحدة/كيلو,0.23,تجار جملة ومصانع (B2B),"المهتمون بالصحة، المطاعم الراقية","تطبيقات التوصيل, البيع المباشر",2,2,"لوحات إعلانية, التسويق الشفهي",2,معدات متخصصة,عدن,44.1,2,0.4603,0.2293,0.726,197,16.3763,0.7457,0.125,0,0.5,2,44.1
محل بيع أقمشة وملابس جاهزة - 9847,تجاري,9300440,0.8533,15425162,1096842,متنوع حسب الصنف,حسب الطلب اليومي,0.15,أفراد (B2C),"النساء، محلات الخياطة","تجار التجزئة, تطبيقات التوصيل",,3,"التسويق الشفهي, عروض ترويجية",3,"أرفف، نظام محاسبي، ثلاجات",إب,49.3,2,0.3119,0.2269,0.8654,26,16.0456,0.6264,0.25,,1,2,49.3
مشروع لإنتاج وتعبئة التمور - 4466,زراعي,9239450,0.8256,21321176,1466923,سعر السوق المنافس,4434 وحدة/كيلو,0.17,تجار جملة ومصانع (B2B),"الأسواق المحلية، محلات الحلويات، التصدير","وسائل التواصل الاجتماعي, تطبيقات التوصيل",,1,"عروض ترويجية, فيسبوك وواتساب",3,معدات متخصصة,عدن,29.8,2,0.3094,0.3284,0.8169,217,16.039,0.624,0.25,,0,2,29.8
مزرعة لإنتاج الفطر - 6311,زراعي,15760565,0.5752,39234551,1880624,سعر السوق المنافس,3091 وحدة/كيلو,0.42,تجار جملة ومصانع (B2B),"المطاعم، الفنادق، الأسواق","وسائل التواصل الاجتماعي, تطبيقات التوصيل",3,3,"فيسبوك وواتساب, التسويق الشفهي",4,معدات متخصصة,إب,11.3,2,0.5748,0.637,0.3775,199,16.573,0.8166,0.375,1,1,2,11.3
خدمات صيانة أجهزة تكييف وتبريد - 3318,خدمي,2329390,0.4968,3437431,142305,حسب نوع الخدمة,حسب الطلب اليومي,0.5,أفراد (B2C),"المنازل، الشركات، المكاتب","وسائل التواصل الاجتماعي, تطبيقات التوصيل",2,1,"التسويق الشفهي, لوحات إعلانية",3,"أدوات مكتبية، أجهزة كمبيوتر",عدن,16.2,2,0.0282,0.0204,0.24,255,14.6611,0.1271,0.25,0,0,2,16.2
محل لبيع الأجهزة الإلكترونية المستعملة - 8761,تجاري,7868245,0.8553,18226360,1299047,متنوع حسب الصنف,حسب الطلب اليومي,0.14,أفراد (B2C),"الطلاب، المكاتب الصغيرة، الأفراد","وسائل التواصل الاجتماعي, تطبيقات التوصيل",3,2,"لوحات إعلانية, فيسبوك وواتساب",1,"أرفف، نظام محاسبي، ثلاجات",عدن,35.8,2,0.2536,0.2751,0.8689,21,15.8783,0.5661,0,1,0.5,2,35.8
مطعم وجبات سريعة (برجر وشاورما) - 4637,إنتاجي/غذائي,11472540,0.6617,16767000,924618,سعر السوق المنافس,4180 وحدة/كيلو,0.34,مختلط,"الشباب، العائلات، الموظفون","البيع المباشر, تجار التجزئة",,3,"التسويق الشفهي, فيسبوك وواتساب",4,"آلات تصنيع، أدوات تغليف",تعز,24.3,2,0.4003,0.25,0.5294,99,16.2555,0.7021,0.375,,1,2,24.3
مزرعة لإنتاج الفطر - 7494,زراعي,10619750,0.7946,18212680,1205938,سعر السوق المنافس,1951 وحدة/كيلو,0.21,تجار جملة ومصانع (B2B),"المطاعم، الفنادق، الأسواق","وسائل التواصل الاجتماعي, تجار التجزئة",2,1,"التسويق الشفهي, فيسبوك وواتساب",5,معدات متخصصة,إب,34.1,2,0.3656,0.2749,0.7624,199,16.1782,0.6742,0.5,0,0,2,34.1
مشروع لإنتاج وتعبئة البهارات والتوابل - 4962,إنتاجي/غذائي,22340530,0.8154,29829141,2026863,سعر السوق المنافس,663 وحدة/كيلو,0.18,مختلط,"المطاعم، الأسر، البقالات","البيع المباشر, تطبيقات التوصيل",2,2,"التسويق الشفهي, عروض ترويجية",4,"آلات تصنيع، أدوات تغليف",تعز,48.7,2,0.8426,0.475,0.7989,256,16.9219,0.9424,0.375,0,0.5,2,48.7
مشروع إنتاج العطور والبخور - 1120,صناعي,12027335,0.6957,24178767,1401819,سعر السوق المنافس,2140 وحدة/كيلو,0.3,تجار جملة ومصانع (B2B),"النساء، محلات الهدايا، العرسان","تطبيقات التوصيل, البيع المباشر",3,1,"فيسبوك وواتساب, عروض ترويجية",9,"آلات تصنيع، أدوات تغليف",حضرموت,19.6,2,0.4228,0.3777,0.589,122,16.3027,0.7191,1,1,0,2,19.6
خدمات تنظيف منازل ومكاتب - 7777,خدمي,4579600,0.591,10211378,502886,حسب نوع الخدمة,حسب الطلب اليومي,0.41,أفراد (B2C),"المكاتب، الشركات، المنازل الفاخرة","تجار التجزئة, البيع المباشر",,1,"لوحات إعلانية, عروض ترويجية",3,"أدوات مكتبية، أجهزة كمبيوتر",حضرموت,13.2,2,0.1197,0.1371,0.4052,146,15.3371,0.3709,0.25,,0,2,13.2
خدمات صيانة أجهزة تكييف وتبريد - 8837,خدمي,3117980,0.4499,4159017,155932,حسب نوع الخدمة,حسب الطلب اليومي,0.55,أفراد (B2C),"المنازل، الشركات، المكاتب","تجار التجزئة, تطبيقات التوصيل",3,1,"فيسبوك وواتساب, التسويق الشفهي",1,"أدوات مكتبية، أجهزة كمبيوتر",تعز,16.4,2,0.0602,0.0328,0.1577,255,14.9527,0.2322,0,1,0,2,16.4
ورشة نجارة وتفصيل مطابخ - 9527,صناعي,15891105,0.7566,37104135,2339391,سعر السوق المنافس,724 وحدة/كيلو,0.24,تجار جملة ومصانع (B2B),"المنازل الجديدة، تجديد المطابخ","البيع المباشر, تطبيقات التوصيل",3,1,"التسويق الشفهي, لوحات إعلانية",6,"آلات تصنيع، أدوات تغليف",صنعاء,21.1,2,0.5801,0.6003,0.6958,119,16.5813,0.8196,0.625,1,0,2,21.1
محل لبيع وتصليح الدراجات الهوائية - 4573,تجاري,3469475,0.8467,4405836,310862,متنوع حسب الصنف,حسب الطلب اليومي,0.15,أفراد (B2C),"الشباب، الرياضيون، هواة ركوب الدراجات","تجار التجزئة, البيع المباشر",3,1,"عروض ترويجية, فيسبوك وواتساب",3,"أرفف، نظام محاسبي، ثلاجات",حضرموت,61.6,2,0.0746,0.0371,0.8538,33,15.0595,0.2708,0.25,1,0,2,61.6
محل بيع مستلزمات طبية وصيدلانية - 8273,تجاري,9188625,0.736,16508641,1012569,متنوع حسب الصنف,حسب الطلب اليومي,0.26,أفراد (B2C),"المستشفيات، الصيدليات، الأفراد","تجار التجزئة, تطبيقات التوصيل",3,3,"عروض ترويجية, التسويق الشفهي",1,"أرفف، نظام محاسبي، ثلاجات",صنعاء,25.3,2,0.3073,0.2455,0.6597,42,16.0335,0.622,0,1,1,2,25.3
مشروع لإنتاج وتعبئة المخللات - 5352,إنتاجي/غذائي,10729960,0.7514,15378001,962908,سعر السوق المنافس,3590 وحدة/كيلو,0.25,مختلط,"المطاعم، البقالات، الأسر","وسائل التواصل الاجتماعي, تجار التجزئة",2,2,"لوحات إعلانية, التسويق الشفهي",9,"آلات تصنيع، أدوات تغليف",صنعاء,33.7,2,0.37,0.2261,0.6867,133,16.1886,0.6779,1,0,0.5,2,33.7
خدمات تصميم وتطوير مواقع الويب - 2445,خدمي,2591005,0.5334,6128339,272383,حسب نوع الخدمة,حسب الطلب اليومي,0.47,أفراد (B2C),"الشركات، رواد الأعمال، المؤسسات","تطبيقات التوصيل, وسائل التواصل الاجتماعي",,3,"لوحات إعلانية, فيسبوك وواتساب",1,"أدوات مكتبية، أجهزة كمبيوتر",صنعاء,10.9,2,0.0388,0.0668,0.3041,118,14.7676,0.1655,0,,1,2,10.9
محل بيع أدوات ومواد بناء - 2196,تجاري,8094550,0.7008,15032272,877851,متنوع حسب الصنف,حسب الطلب اليومي,0.3,أفراد (B2C),"المقاولون، الأفراد البناؤون","تطبيقات التوصيل, البيع المباشر",,2,"فيسبوك وواتساب, التسويق الشفهي",2,"أرفف، نظام محاسبي، ثلاجات",إب,21.6,2,0.2628,0.2201,0.5978,56,15.9067,0.5763,0.125,,0.5,2,21.6
محل بيع أقمشة وملابس جاهزة - 6700,تجاري,3279550,0.7692,7207366,461968,متنوع حسب الصنف,حسب الطلب اليومي,0.23,أفراد (B2C),"النساء، محلات الخياطة","البيع المباشر, تطبيقات التوصيل",,1,"التسويق الشفهي, فيسبوك وواتساب",2,"أرفف، نظام محاسبي، ثلاجات",حضرموت,23.7,2,0.0668,0.0853,0.7178,26,15.0032,0.2504,0.125,,0,2,23.7
محل لبيع وتصليح الدراجات الهوائية - 2838,تجاري,4443175,0.7668,10931748,698554,متنوع حسب الصنف,حسب الطلب اليومي,0.23,أفراد (B2C),"الشباب، الرياضيون، هواة ركوب الدراجات","تجار التجزئة, تطبيقات التوصيل",,3,"لوحات إعلانية, فيسبوك وواتساب",2,"أرفف، نظام محاسبي، ثلاجات",عدن,20.9,2,0.1142,0.1495,0.7137,33,15.3069,0.36,0.125,,1,2,20.9
مكتب خدمات سياحية وحجز تذاكر - 8146,خدمي,1751055,0.404,3972613,133761,حسب نوع الخدمة,حسب الطلب اليومي,0.6,أفراد (B2C),"المسافرون، الشركات، العائلات","البيع المباشر, وسائل التواصل الاجتماعي",,2,"لوحات إعلانية, عروض ترويجية",1,"أدوات مكتبية، أجهزة كمبيوتر",إب,8.9,2,0.0046,0.0296,0.0773,174,14.3757,0.0242,0,,0.5,2,8.9
محل بيع أدوات كهربائية ومنزلية - 4303,تجاري,4354365,0.7829,5569591,363373,متنوع حسب الصنف,حسب الطلب اليومي,0.22,أفراد (B2C),"المتزوجون حديثاً، العائلات","البيع المباشر, تجار التجزئة",3,2,"فيسبوك وواتساب, لوحات إعلانية",2,"أرفف، نظام محاسبي، ثلاجات",عدن,43.2,2,0.1106,0.0571,0.7419,22,15.2867,0.3527,0.125,1,0.5,2,43.2
خدمات صيانة أجهزة تكييف وتبريد - 7965,خدمي,2081150,0.6564,3605222,197206,حسب نوع الخدمة,حسب الطلب اليومي,0.34,أفراد (B2C),"المنازل، الشركات، المكاتب","البيع المباشر, تطبيقات التوصيل",3,3,"فيسبوك وواتساب, لوحات إعلانية",1,"أدوات مكتبية، أجهزة كمبيوتر",صنعاء,20.2,2,0.0181,0.0233,0.52,255,14.5484,0.0864,0,1,1,2,20.2
محل لبيع الأجهزة الإلكترونية المستعملة - 3223,تجاري,9939765,0.7936,20638302,1364827,متنوع حسب الصنف,حسب الطلب اليومي,0.21,أفراد (B2C),"الطلاب، المكاتب الصغيرة، الأفراد","تطبيقات التوصيل, تجار التجزئة",,1,"لوحات إعلانية, فيسبوك وواتساب",1,"أرفف، نظام محاسبي، ثلاجات",صنعاء,28,2,0.3379,0.3167,0.7606,21,16.1121,0.6503,0,,0,2,28
مطعم وجبات سريعة (برجر وشاورما) - 7952,إنتاجي/غذائي,25167470,0.8183,47395430,3231901,سعر السوق المنافس,3916 وحدة/كيلو,0.18,مختلط,"الشباب، العائلات، الموظفون","تجار التجزئة, تطبيقات التوصيل",2,2,"فيسبوك وواتساب, عروض ترويجية",7,"آلات تصنيع، أدوات تغليف",صنعاء,35.1,2,0.9576,0.7775,0.804,99,17.0411,0.9854,0.75,0,0.5,2,35.1
مزرعة خضروات وفواكه عضوية - 1940,زراعي,7203775,0.7471,9463542,589208,سعر السوق المنافس,2344 وحدة/كيلو,0.25,تجار جملة ومصانع (B2B),"المهتمون بالصحة، المطاعم الراقية","وسائل التواصل الاجتماعي, تطبيقات التوصيل",,3,"فيسبوك وواتساب, لوحات إعلانية",2,معدات متخصصة,تعز,36.1,2,0.2265,0.1242,0.6792,197,15.7901,0.5342,0.125,,1,2,36.1
مكتب خدمات سياحية وحجز تذاكر - 3439,خدمي,6843720,0.6758,14098905,794017,حسب نوع الخدمة,حسب الطلب اليومي,0.32,أفراد (B2C),"المسافرون، الشركات، العائلات","البيع المباشر, تجار التجزئة",2,3,"لوحات إعلانية, عروض ترويجية",1,"أدوات مكتبية، أجهزة كمبيوتر",عدن,18,2,0.2119,0.204,0.5541,174,15.7388,0.5157,0,0,1,2,18
مزرعة أسماك (بلطي أو كارب) - 2139,زراعي,10713910,0.5551,21946840,1015304,سعر السوق المنافس,2812 وحدة/كيلو,0.44,تجار جملة ومصانع (B2B),"المطاعم، الأسواق المحلية","وسائل التواصل الاجتماعي, تجار التجزئة",,2,"التسويق الشفهي, عروض ترويجية",5,معدات متخصصة,إب,13.2,2,0.3694,0.3392,0.3424,105,16.1871,0.6774,0.5,,0.5,2,13.2
مصنع صغير لإنتاج المنظفات المنزلية - 9291,صناعي,11979185,0.6185,15986607,824039,سعر السوق المنافس,2052 وحدة/كيلو,0.38,تجار جملة ومصانع (B2B),"محلات البقالة، محلات الجملة، الفنادق","تطبيقات التوصيل, وسائل التواصل الاجتماعي",,3,"التسويق الشفهي, فيسبوك وواتساب",9,"آلات تصنيع، أدوات تغليف",حضرموت,23.6,2,0.4209,0.2366,0.4536,123,16.2987,0.7176,1,,1,2,23.6
محل بيع مستلزمات طبية وصيدلانية - 6369,تجاري,8772395,0.8056,12102138,812437,متنوع حسب الصنف,حسب الطلب اليومي,0.19,أفراد (B2C),"المستشفيات، الصيدليات، الأفراد","وسائل التواصل الاجتماعي, تطبيقات التوصيل",,1,"عروض ترويجية, فيسبوك وواتساب",3,"أرفف، نظام محاسبي، ثلاجات",حضرموت,44.7,2,0.2904,0.1696,0.7817,42,15.9871,0.6053,0.25,,0,2,44.7
محل لبيع الأجهزة الإلكترونية المستعملة - 2601,تجاري,10040345,0.8532,24586788,1748107,متنوع حسب الصنف,حسب الطلب اليومي,0.15,أفراد (B2C),"الطلاب، المكاتب الصغيرة، الأفراد","تجار التجزئة, تطبيقات التوصيل",3,2,"عروض ترويجية, التسويق الشفهي",3,"أرفف، نظام محاسبي، ثلاجات",إب,33.4,2,0.342,0.3847,0.8653,21,16.1221,0.654,0.25,1,0.5,2,33.4
مزرعة نحل وإنتاج عسل - 3413,زراعي,5471445,0.5751,10765365,515911,سعر السوق المنافس,2787 وحدة/كيلو,0.42,تجار جملة ومصانع (B2B),"المهتمون بالعسل الطبيعي، تجار الجملة","تطبيقات التوصيل, البيع المباشر",,1,"فيسبوك وواتساب, التسويق الشفهي",2,معدات متخصصة,صنعاء,14.4,2,0.156,0.1466,0.3773,107,15.5151,0.435,0.125,,0,2,14.4
مكتب خدمات سياحية وحجز تذاكر - 9372,خدمي,3619810,0.6197,5491244,283588,حسب نوع الخدمة,حسب الطلب اليومي,0.38,أفراد (B2C),"المسافرون، الشركات، العائلات","البيع المباشر, تجار التجزئة",,2,"عروض ترويجية, فيسبوك وواتساب",1,"أدوات مكتبية، أجهزة كمبيوتر",صنعاء,20.8,2,0.0807,0.0558,0.4557,174,15.1019,0.286,0,,0.5,2,20.8
مزرعة أسماك (بلطي أو كارب) - 8133,زراعي,11296525,0.8455,27299429,1923575,سعر السوق المنافس,2247 وحدة/كيلو,0.15,تجار جملة ومصانع (B2B),"المطاعم، الأسواق المحلية","تجار التجزئة, وسائل التواصل الاجتماعي",3,2,"عروض ترويجية, فيسبوك وواتساب",3,معدات متخصصة,تعز,32.1,2,0.3931,0.4314,0.8518,105,16.24,0.6965,0.25,1,0.5,2,32.1
